Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Power,Seats,Price,Brand,Model,Age,Mileage(kmpl)
Hyderabad,63181,Petrol,Manual,First,1341.0,83.0,5.0,1.85,Hyundai,Getz,14,15.3
Kolkata,39575,Diesel,Manual,First,1498.0,98.6,5.0,3.25,Honda,Amaze,7,25.8
Pune,63600,Diesel,Manual,Second,1248.0,,5.0,3.1,Maruti,Swift,10,17.8
Coimbatore,70374,Diesel,Manual,First,1498.0,89.84,5.0,7.34,Ford,Ecosport,6,22.7
Kolkata,26256,Diesel,Manual,First,1498.0,88.5,5.0,4.25,Volkswagen,CrossPolo,5,20.14
Delhi,13460,Petrol,Manual,First,1197.0,81.86,5.0,6.45,Hyundai,Elite,4,18.6
Chennai,122000,Diesel,Manual,Second,2494.0,102.0,8.0,10.75,Toyota,Innova,9,12.8
Kolkata,58589,Diesel,Automatic,First,2143.0,203.2,5.0,27.75,Mercedes-Benz,M-Class,5,15.26
Jaipur,115000,Petrol,Manual,Second,1061.0,64.0,5.0,0.99,Maruti,Wagon,15,17.3
Pune,75000,Diesel,Automatic,First,2198.0,158.0,7.0,24.0,Ford,Endeavour,4,12.62
Jaipur,30292,Petrol,Manual,First,1197.0,81.86,5.0,6.1,Hyundai,Elite,4,18.6
Ahmedabad,32248,Petrol,Manual,First,1199.0,88.7,5.0,8.25,Honda,WRV,3,17.5
Bangalore,74000,Petrol,Manual,First,1198.0,73.9,5.0,4.65,Volkswagen,Polo,7,16.47
Mumbai,56100,Petrol,Manual,First,1997.0,153.86,5.0,9.75,Honda,CR-V,6,13.7
Bangalore,61325,Petrol,Manual,First,1197.0,81.86,5.0,4.4,Hyundai,Grand,6,18.9
Kolkata,33000,Petrol,Manual,First,1197.0,85.8,5.0,3.99,Maruti,Swift,6,19.1
Coimbatore,18090,Diesel,Automatic,First,2993.0,,5.0,45.73,BMW,5,4,16.2
Kochi,71390,Diesel,Manual,First,1498.0,89.84,5.0,5.27,Ford,Ecosport,6,22.7
Mumbai,41000,CNG,Manual,First,998.0,58.2,5.0,3.5,Maruti,Wagon,6,
Ahmedabad,67000,Diesel,Manual,First,1498.0,98.6,5.0,7.25,Honda,City,4,26.0
Chennai,99000,Diesel,Manual,Second,1405.0,70.0,5.0,1.6,Tata,Indigo,12,17.0
Pune,142000,Diesel,Manual,Second,1461.0,108.45,5.0,6.0,Renault,Duster,6,19.01
Chennai,26966,Petrol,Manual,First,1197.0,78.9,5.0,3.0,Hyundai,i10,10,20.36
Mumbai,27628,Petrol,Manual,First,1199.0,88.7,5.0,4.95,Honda,Jazz,5,18.7
Hyderabad,82497,Diesel,Manual,First,1248.0,88.5,5.0,8.99,Maruti,SX4,4,23.65
Mumbai,86000,Petrol,Manual,Third,2354.0,144.0,5.0,1.85,Honda,Accord,13,11.9
Coimbatore,26981,Petrol,Manual,First,1198.0,73.9,5.0,6.16,Volkswagen,Polo,4,16.47
Hyderabad,110471,Diesel,Manual,First,1248.0,73.9,5.0,3.5,Maruti,Ritz,10,21.1
Jaipur,69000,Petrol,Manual,First,1199.0,88.76,5.0,4.5,Honda,Amaze,6,19.5
Hyderabad,12000,Petrol,Manual,First,1197.0,81.83,5.0,7.75,Hyundai,i20,3,18.6
Hyderabad,77500,Diesel,Manual,First,1461.0,83.8,5.0,6.6,Renault,Duster,6,20.45
Kochi,48031,Petrol,Manual,First,1197.0,82.0,5.0,4.98,Hyundai,Grand,6,18.9
Chennai,170000,Diesel,Automatic,Third,1995.0,181.0,5.0,9.75,BMW,3,12,16.07
Mumbai,69565,Diesel,Manual,First,1498.0,89.84,5.0,5.55,Ford,Ecosport,6,22.7
Hyderabad,45492,Diesel,Automatic,First,1498.0,108.5,5.0,10.3,Volkswagen,Vento,4,21.5
Chennai,85000,Petrol,Automatic,Second,2354.0,177.6,5.0,7.5,Honda,Accord,9,11.7
Hyderabad,55902,Petrol,Manual,First,1399.0,92.7,5.0,1.8,Chevrolet,Aveo,12,14.49
Hyderabad,18500,Petrol,Manual,First,1199.0,74.0,5.0,6.25,Volkswagen,Polo,3,16.2
Hyderabad,129750,Diesel,Manual,Second,2489.0,93.7,7.0,6.8,Mahindra,Xylo,5,14.95
Hyderabad,50902,Petrol,Automatic,First,1197.0,80.0,5.0,3.0,Hyundai,i10,11,19.2
Coimbatore,84725,Diesel,Manual,First,2179.0,140.0,7.0,11.6,Mahindra,XUV500,5,15.1
Mumbai,40000,Diesel,Manual,Second,1582.0,126.24,5.0,6.95,Hyundai,Elantra,7,22.7
Mumbai,60000,Petrol,Manual,Third,1798.0,160.0,5.0,3.5,Volkswagen,Passat,10,14.3
Coimbatore,33496,Petrol,Manual,First,1197.0,81.86,5.0,5.5,Hyundai,Grand,6,18.9
Mumbai,25000,Petrol,Manual,First,1197.0,81.83,5.0,5.65,Hyundai,i20,5,18.6
Ahmedabad,71000,Diesel,Manual,First,1248.0,73.8,8.0,3.25,Chevrolet,Enjoy,7,18.2
Coimbatore,20826,Petrol,Automatic,First,1598.0,103.6,5.0,7.72,Skoda,Rapid,5,14.3
Pune,42244,Diesel,Manual,First,1582.0,126.2,5.0,12.0,Hyundai,Creta,4,19.67
Jaipur,98598,Diesel,Manual,First,936.0,57.6,5.0,1.55,Chevrolet,Beat,7,25.44
Delhi,62100,Diesel,Manual,First,2982.0,171.0,7.0,10.75,Toyota,Fortuner,9,11.5
Coimbatore,44238,Petrol,Manual,First,1197.0,81.83,5.0,6.72,Hyundai,i20,4,18.6
Coimbatore,91743,Diesel,Automatic,First,2967.0,,7.0,28.55,Audi,Q7,8,12.07
Bangalore,19828,Diesel,Automatic,Second,2967.0,,4.0,75.0,Porsche,Panamera,7,17.85
Hyderabad,36891,Petrol,Manual,First,1497.0,117.3,5.0,10.49,Honda,City,4,17.8
Hyderabad,90049,Diesel,Manual,First,1493.0,100.0,7.0,3.8,Mahindra,Quanto,8,17.21
Ahmedabad,74002,Diesel,Automatic,First,1968.0,140.0,5.0,18.5,Audi,A4,8,16.55
Kolkata,41000,Petrol,Automatic,First,2359.0,198.25,5.0,6.0,Hyundai,Sonata,7,12.37
Hyderabad,83678,Diesel,Manual,First,1582.0,126.32,5.0,5.5,Hyundai,Verna,8,22.32
Pune,91000,Petrol,Manual,First,998.0,67.1,5.0,2.3,Maruti,Wagon,10,18.9
Jaipur,50000,Diesel,Manual,First,1248.0,88.5,7.0,8.7,Maruti,Ertiga,4,24.52
Delhi,58000,Diesel,Manual,First,1120.0,71.01,5.0,4.95,Hyundai,Xcent,5,24.4
Jaipur,80000,Diesel,Manual,First,1248.0,74.0,5.0,4.25,Maruti,Swift,8,22.9
Kochi,41290,Diesel,Manual,Second,2179.0,140.0,7.0,10.94,Mahindra,XUV500,3,16.0
Delhi,65000,Diesel,Automatic,First,1995.0,190.0,5.0,21.26,BMW,5,7,22.48
Bangalore,16471,Petrol,Manual,Second,1798.0,138.03,5.0,11.5,Toyota,Corolla,4,14.28
Pune,54339,Diesel,Manual,Second,1396.0,88.73,5.0,6.0,Hyundai,i20,5,22.54
Hyderabad,24025,Petrol,Manual,First,1198.0,82.0,6.0,4.1,Mahindra,KUV,4,18.15
Kolkata,24027,Petrol,Manual,First,796.0,47.3,5.0,2.01,Maruti,Alto,7,24.7
Hyderabad,59270,Petrol,Manual,First,1172.0,67.0,5.0,2.6,Fiat,Punto,10,15.7
Kolkata,40000,Petrol,Manual,First,998.0,67.1,5.0,2.35,Maruti,Wagon,8,18.9
Bangalore,155566,Diesel,Manual,Second,2835.0,118.6,6.0,9.15,Mitsubishi,Pajero,8,9.5
Chennai,42320,Petrol,Manual,First,1198.0,86.8,5.0,2.9,Honda,Brio,7,19.4
Coimbatore,24153,Diesel,Manual,Second,1396.0,88.73,5.0,9.18,Hyundai,i20,3,22.54
Mumbai,27000,Petrol,Automatic,First,1591.0,121.3,5.0,11.45,Hyundai,Creta,4,13.0
Hyderabad,92000,CNG,Manual,Second,796.0,38.4,5.0,2.1,Maruti,Alto,8,
Kochi,61795,Petrol,Manual,First,1198.0,86.7,5.0,5.53,Honda,Amaze,3,17.8
Chennai,13500,Petrol,Manual,First,1198.0,82.0,6.0,3.75,Mahindra,KUV,4,18.15
Pune,4500,Petrol,Automatic,First,1497.0,117.3,5.0,12.5,Honda,City,2,18.0
Mumbai,23000,Diesel,Automatic,First,2179.0,140.0,7.0,15.5,Mahindra,XUV500,3,16.0
Pune,65400,Petrol,Manual,First,1086.0,,5.0,2.1,Hyundai,Santro,9,
Mumbai,80578,Diesel,Automatic,Second,2143.0,170.0,5.0,14.5,Mercedes-Benz,New,7,14.84
Coimbatore,42646,Diesel,Automatic,First,1461.0,108.45,5.0,12.46,Renault,Duster,3,19.6
Bangalore,30000,Petrol,Manual,Second,1198.0,74.0,5.0,5.25,Volkswagen,Polo,6,16.47
Delhi,90000,Diesel,Automatic,First,,,,14.5,BMW,5,8,18.48
Bangalore,98000,Diesel,Automatic,Second,2987.0,,5.0,25.0,Mercedes-Benz,S,11,13.5
Kochi,66400,Petrol,Manual,First,,,,2.66,Hyundai,Santro,8,
Hyderabad,50000,Diesel,Automatic,First,2993.0,,4.0,45.0,Jaguar,XJ,8,12.9
Jaipur,63310,Diesel,Manual,First,1248.0,74.0,5.0,5.1,Maruti,Swift,5,28.4
Delhi,66000,Diesel,Manual,First,1498.0,98.6,5.0,3.5,Honda,Amaze,6,25.8
Ahmedabad,74000,Diesel,Automatic,Second,1995.0,181.0,5.0,12.5,BMW,3,9,16.07
Hyderabad,93000,Diesel,Manual,First,1396.0,88.7,5.0,5.55,Hyundai,Verna,8,23.5
Delhi,70000,Diesel,Automatic,First,2982.0,169.0,7.0,19.48,Toyota,Fortuner,5,11.5
Ahmedabad,48772,Petrol,Manual,First,1197.0,85.8,5.0,3.91,Maruti,Swift,8,18.6
Chennai,66000,Petrol,Manual,First,1199.0,79.4,5.0,2.19,Chevrolet,Beat,10,18.6
Coimbatore,27417,Petrol,Automatic,First,1197.0,82.0,5.0,6.89,Hyundai,Grand,3,18.9
Coimbatore,51593,Petrol,Manual,Second,1196.0,70.0,5.0,3.47,Ford,Figo,9,15.6
Mumbai,86340,Petrol,Automatic,Second,2349.0,,5.0,3.25,Nissan,Teana,12,9.1
Pune,75000,Petrol,Manual,First,1298.0,88.2,5.0,2.85,Maruti,Swift,10,16.1
Coimbatore,39237,Diesel,Automatic,First,1968.0,174.33,5.0,25.64,Audi,A4,4,17.11
Kochi,11966,Petrol,Manual,First,1497.0,116.3,5.0,10.28,Honda,City,2,16.8
Hyderabad,37000,Petrol,Manual,First,1199.0,88.7,5.0,6.3,Honda,Jazz,5,18.2
Chennai,70920,Diesel,Manual,First,1498.0,88.8,5.0,4.75,Volkswagen,Polo,6,20.14
Hyderabad,65280,Diesel,Manual,First,1461.0,83.14,5.0,5.8,Nissan,Terrano,7,19.87
Hyderabad,62000,Diesel,Automatic,First,2179.0,187.7,7.0,44.5,Land,Rover,4,12.51
Kochi,44525,Petrol,Manual,First,1197.0,82.9,5.0,4.65,Hyundai,i20,6,18.5
Jaipur,86863,Petrol,Manual,First,1497.0,118.0,5.0,3.6,Honda,City,11,17.0
Hyderabad,102626,Diesel,Manual,First,2179.0,140.0,7.0,12.25,Mahindra,XUV500,5,16.0
Jaipur,45000,Diesel,Manual,First,1956.0,170.0,5.0,20.0,Jeep,Compass,3,16.3
Jaipur,22000,Diesel,Manual,First,2179.0,140.0,7.0,16.0,Mahindra,XUV500,3,16.0
Coimbatore,108905,Diesel,Automatic,Second,2179.0,120.0,8.0,6.21,Mahindra,Scorpio,9,11.79
Kolkata,12800,Petrol,Manual,First,1198.0,67.0,7.0,3.25,Datsun,GO,4,19.44
Kolkata,32000,Diesel,Manual,First,2179.0,120.0,7.0,9.75,Mahindra,Scorpio,4,15.4
Mumbai,39000,Petrol,Automatic,First,1198.0,86.7,5.0,4.45,Honda,Amaze,6,15.5
Pune,42000,Diesel,Manual,First,1498.0,98.6,5.0,12.0,Honda,City,3,25.6
Chennai,73000,Petrol,Manual,First,1396.0,65.0,5.0,0.8,Tata,Indigo,12,14.4
Chennai,48000,Diesel,Manual,First,1186.0,73.97,5.0,5.95,Hyundai,Grand,2,24.0
Pune,18000,CNG,Manual,First,796.0,40.3,4.0,3.0,Maruti,Alto,5,
Kolkata,19000,Petrol,Manual,First,1396.0,105.5,5.0,5.25,Hyundai,Verna,6,17.43
Coimbatore,33598,Diesel,Manual,First,2393.0,147.8,7.0,22.2,Toyota,Innova,1,13.68
Jaipur,63000,Diesel,Automatic,First,1995.0,184.0,5.0,13.5,BMW,X1,8,17.05
Chennai,48000,Diesel,Automatic,First,1968.0,138.03,5.0,13.5,Volkswagen,Jetta,5,16.96
Delhi,66000,Diesel,Manual,First,1399.0,68.05,5.0,3.47,Ford,Figo,6,20.0
Ahmedabad,80000,Diesel,Automatic,Second,2696.0,184.0,7.0,9.5,Mahindra,Ssangyong,7,11.18
Chennai,37000,Petrol,Manual,First,1598.0,103.6,5.0,4.8,Volkswagen,Vento,9,15.04
Kochi,35058,Petrol,Manual,First,1598.0,103.52,5.0,6.54,Skoda,Rapid,4,15.0
Delhi,52000,Petrol,Manual,First,1198.0,73.9,5.0,3.1,Volkswagen,Polo,8,16.47
Hyderabad,61313,Diesel,Manual,First,1248.0,88.5,5.0,7.99,Maruti,S,5,23.65
Kolkata,45000,Petrol,Manual,Second,1798.0,138.1,5.0,3.3,Toyota,Corolla,11,14.53
Bangalore,74000,Diesel,Manual,First,1248.0,88.8,7.0,8.75,Maruti,Ertiga,5,20.77
Hyderabad,89000,Petrol,Automatic,First,1197.0,80.0,5.0,4.19,Hyundai,i10,7,19.2
Kochi,13414,Diesel,Automatic,First,2143.0,136.0,5.0,30.77,Mercedes-Benz,CLA,1,17.9
Jaipur,95000,Petrol,Manual,Second,1497.0,100.0,5.0,2.11,Honda,City,14,16.9
Jaipur,15900,Petrol,Manual,First,1198.0,82.0,6.0,6.25,Mahindra,KUV,2,18.15
Delhi,151000,Diesel,Manual,First,2982.0,171.0,7.0,11.4,Toyota,Fortuner,9,11.5
Bangalore,65000,Petrol,Manual,First,1497.0,118.0,5.0,5.2,Honda,City,9,17.0
Coimbatore,36824,Diesel,Automatic,First,1968.0,187.74,5.0,39.84,Audi,A6,3,18.53
Coimbatore,65287,Diesel,Manual,First,1399.0,68.05,5.0,4.45,Ford,Figo,7,20.0
Kolkata,52000,Diesel,Automatic,First,2143.0,136.0,5.0,19.5,Mercedes-Benz,GLA,6,17.9
Hyderabad,33000,Petrol,Manual,First,1150.0,74.9,5.0,1.75,Chevrolet,Aveo,13,15.26
Hyderabad,71000,Diesel,Manual,First,1498.0,99.0,5.0,5.1,Ford,Figo,4,25.83
Delhi,71000,Diesel,Automatic,First,1582.0,126.2,5.0,6.8,Hyundai,Elantra,7,22.7
Kolkata,20000,Petrol,Automatic,First,1197.0,83.1,5.0,5.74,Maruti,Baleno,4,21.4
Hyderabad,71000,Petrol,Manual,First,1197.0,85.0,5.0,3.3,Maruti,Swift,10,16.1
Hyderabad,29000,Diesel,Automatic,First,,,4.0,32.0,Mercedes-Benz,CLS-Class,10,9.9
Ahmedabad,27000,Diesel,Automatic,First,1995.0,190.0,5.0,35.0,BMW,3,4,21.76
Chennai,19000,Diesel,Automatic,First,1248.0,73.75,5.0,8.9,Maruti,Dzire,3,28.4
Mumbai,58000,Petrol,Manual,Second,1591.0,121.3,5.0,4.0,Hyundai,Verna,9,17.01
Kochi,42203,Diesel,Manual,First,1956.0,170.0,5.0,19.46,Jeep,Compass,2,17.1
Hyderabad,94000,Diesel,Automatic,First,1991.0,142.0,5.0,5.25,Hyundai,Sonata,11,11.4
Delhi,52000,CNG,Manual,Second,1196.0,73.0,5.0,2.6,Maruti,Eeco,7,21.139999999999997
Kolkata,4900,Diesel,Manual,First,1497.0,108.5,5.0,9.22,Tata,Nexon,2,21.5
Jaipur,70000,Petrol,Manual,First,814.0,55.2,5.0,1.8,Hyundai,EON,7,21.1
Hyderabad,100000,Diesel,Manual,Second,1405.0,,5.0,1.3,Tata,Indica,15,13.5
Kochi,65266,Diesel,Automatic,First,2993.0,,5.0,31.75,BMW,5,5,14.69
Delhi,54569,Diesel,Manual,First,1248.0,88.76,7.0,5.99,Maruti,Ertiga,6,20.77
Kochi,51361,Petrol,Manual,First,1198.0,86.7,5.0,4.94,Honda,Amaze,5,18.0
Jaipur,125000,Petrol,Manual,Third,1388.0,68.0,5.0,1.5,Ford,Fiesta,13,16.6
Bangalore,66000,Petrol,Manual,Third,1799.0,130.0,5.0,3.25,Honda,Civic,12,13.5
Hyderabad,65047,LPG,Manual,First,1061.0,57.5,5.0,1.95,Maruti,Wagon,13,24.22
Delhi,22281,Diesel,Manual,First,1248.0,88.8,7.0,6.5,Maruti,Ertiga,6,20.77
Delhi,63210,Diesel,Manual,First,1120.0,70.0,5.0,3.71,Hyundai,Grand,7,24.0
Pune,31000,Petrol,Manual,First,1197.0,81.86,5.0,5.0,Hyundai,Xcent,2,20.14
Ahmedabad,60000,Petrol,Manual,First,1086.0,68.05,5.0,1.99,Hyundai,i10,12,19.81
Mumbai,32006,Petrol,Manual,First,1198.0,86.7,5.0,4.25,Honda,Amaze,3,18.0
Ahmedabad,78000,Diesel,Automatic,First,2698.0,179.5,5.0,8.0,Audi,A6,11,12.4
Mumbai,9489,Petrol,Manual,First,1197.0,78.9,5.0,2.95,Hyundai,i10,9,20.36
Pune,5000,Petrol,Manual,First,799.0,53.3,5.0,3.5,Renault,KWID,2,25.17
Jaipur,60000,Diesel,Automatic,Second,1968.0,140.8,5.0,16.0,Audi,A4,8,15.2
Jaipur,50000,Petrol,Manual,First,796.0,47.3,5.0,2.75,Maruti,Alto,5,22.74
Delhi,53000,Petrol,Manual,First,1497.0,117.3,5.0,6.95,Honda,City,5,17.8
Delhi,64000,Petrol,Automatic,Second,1796.0,186.0,5.0,12.5,Mercedes-Benz,New,9,11.74
Coimbatore,43827,Diesel,Automatic,First,2967.0,,5.0,36.83,Audi,Q5,3,13.22
Pune,36431,Petrol,Manual,First,1199.0,74.0,5.0,2.7,Volkswagen,Polo,9,16.2
Mumbai,35000,Diesel,Manual,First,1396.0,88.7,5.0,9.9,Hyundai,Creta,3,21.38
Kochi,94832,Petrol,Manual,First,1497.0,118.0,5.0,3.83,Honda,City,9,17.0
Coimbatore,88381,Petrol,Manual,First,1497.0,118.0,5.0,5.25,Honda,City,8,17.0
Kolkata,45194,Diesel,Manual,First,1598.0,118.0,5.0,7.75,Maruti,S,4,22.7
Mumbai,66000,Petrol,Manual,Second,1586.0,103.2,5.0,2.46,Maruti,SX4,10,16.51
Kolkata,38578,Diesel,Manual,First,1248.0,74.0,5.0,3.96,Maruti,Swift,6,23.4
Chennai,40000,Diesel,Manual,First,1248.0,88.8,7.0,8.25,Maruti,Ertiga,5,20.77
Coimbatore,20632,Petrol,Manual,First,1197.0,81.83,5.0,7.58,Hyundai,i20,2,18.6
Hyderabad,73042,Diesel,Manual,First,1120.0,70.0,5.0,3.99,Hyundai,Grand,6,24.0
Delhi,54257,Petrol,Manual,First,1497.0,117.3,5.0,6.25,Honda,City,6,17.4
Hyderabad,93000,Diesel,Manual,First,1598.0,103.5,5.0,5.0,Skoda,Rapid,7,20.5
Hyderabad,102000,Diesel,Automatic,Second,2987.0,198.5,5.0,4.65,Mercedes-Benz,E-Class,15,11.0
Coimbatore,28881,Diesel,Automatic,First,2199.0,194.3,7.0,21.37,Hyundai,Santa,4,13.01
Hyderabad,52195,Petrol,Manual,First,796.0,46.3,5.0,1.75,Maruti,Alto,13,19.7
Coimbatore,20422,Diesel,Manual,First,2499.0,134.0,5.0,16.09,ISUZU,D-MAX,2,12.4
Kolkata,38000,Diesel,Manual,First,1396.0,88.7,5.0,4.1,Hyundai,Verna,8,24.8
Coimbatore,92885,Diesel,Manual,First,1399.0,68.0,5.0,3.56,Ford,Figo,5,20.0
Pune,43000,Petrol,Manual,Second,1497.0,118.0,5.0,4.21,Honda,City,10,17.0
Coimbatore,70478,Diesel,Manual,First,1248.0,,5.0,6.86,Maruti,Swift,4,17.8
Delhi,57000,Diesel,Manual,First,1582.0,126.2,5.0,6.6,Hyundai,Verna,5,23.9
Coimbatore,32434,Petrol,Automatic,First,1591.0,121.3,5.0,14.35,Hyundai,Creta,2,13.0
Hyderabad,32000,Diesel,Manual,First,1498.0,89.84,5.0,9.5,Ford,Ecosport,3,22.7
Delhi,59000,Diesel,Automatic,First,2993.0,,4.0,21.9,BMW,X6,9,11.2
Coimbatore,76467,Diesel,Automatic,First,1995.0,190.0,5.0,30.45,BMW,5,4,18.12
Hyderabad,100000,Diesel,Manual,First,1498.0,99.0,5.0,5.1,Ford,Figo,4,25.83
Pune,37086,Petrol,Automatic,First,1591.0,121.3,5.0,5.44,Hyundai,Verna,7,17.0
Jaipur,135000,Diesel,Manual,First,1399.0,68.0,5.0,1.6,Ford,Ikon,10,13.8
Kochi,54862,Diesel,Automatic,First,1968.0,174.33,5.0,16.67,Audi,A6,6,17.68
Hyderabad,67758,Petrol,Manual,First,2354.0,,5.0,9.5,Honda,CR-V,10,10.8
Pune,56200,Petrol,Automatic,First,1396.0,98.6,5.0,3.85,Hyundai,i20,8,15.0
Kochi,169006,Diesel,Manual,First,2755.0,174.5,7.0,10.64,Toyota,Fortuner,9,14.24
Bangalore,20229,Petrol,Manual,First,799.0,53.3,5.0,3.5,Renault,KWID,4,25.17
Chennai,62000,Petrol,Manual,Third,995.0,62.0,5.0,1.1,Chevrolet,Spark,12,18.0
Hyderabad,51500,Petrol,Manual,Second,1599.0,103.2,5.0,2.6,Hyundai,Verna,9,16.2
Hyderabad,69000,Diesel,Automatic,First,1995.0,184.0,5.0,18.5,BMW,3,8,18.88
Bangalore,167000,Petrol,Manual,First,1086.0,,5.0,1.35,Hyundai,Santro,16,
Hyderabad,62476,Diesel,Manual,First,1248.0,74.0,5.0,7.95,Maruti,Swift,5,26.59
Jaipur,60500,Diesel,Manual,First,1186.0,73.97,5.0,5.49,Hyundai,Xcent,3,25.4
Mumbai,17978,Petrol,Automatic,First,1199.0,88.7,5.0,6.95,Honda,Jazz,3,19.0
Chennai,123000,Diesel,Manual,Second,1399.0,67.0,5.0,4.45,Ford,Fiesta,7,17.8
Kolkata,45296,Diesel,Manual,First,1248.0,88.5,5.0,6.99,Maruti,S-Cross,4,25.1
Coimbatore,77325,Petrol,Manual,First,1586.0,104.68,5.0,3.51,Maruti,SX4,12,15.6
Kochi,25858,Petrol,Automatic,First,1197.0,83.1,5.0,7.54,Maruti,Baleno,2,21.4
Bangalore,120000,Diesel,Manual,First,1248.0,73.94,5.0,3.65,Maruti,Ritz,4,23.2
Ahmedabad,22000,Diesel,Automatic,First,1582.0,126.24,5.0,16.0,Hyundai,Elantra,4,19.5
Kolkata,11000,Petrol,Manual,First,995.0,62.1,5.0,1.4,Chevrolet,Spark,8,16.2
Mumbai,3900,Petrol,Manual,First,1197.0,81.83,5.0,6.45,Hyundai,i20,3,18.6
Hyderabad,106092,Diesel,Manual,First,1120.0,71.0,5.0,4.4,Hyundai,Xcent,4,24.4
Delhi,27000,Petrol,Automatic,First,1199.0,88.7,5.0,5.95,Honda,Jazz,5,19.0
Ahmedabad,11000,Petrol,Manual,First,1198.0,86.8,5.0,3.9,Honda,Brio,7,19.4
Coimbatore,39753,Diesel,Automatic,First,2143.0,201.1,5.0,35.28,Mercedes-Benz,E-Class,4,13.0
Pune,39800,Diesel,Manual,First,2179.0,153.86,7.0,14.25,Tata,Hexa,3,17.6
Pune,73000,Diesel,Manual,First,1120.0,71.0,5.0,4.5,Hyundai,Xcent,3,24.4
Pune,55000,Diesel,Manual,First,1498.0,89.84,5.0,7.5,Ford,Ecosport,5,22.7
Coimbatore,18351,Petrol,Automatic,First,624.0,37.48,4.0,3.41,Tata,Nano,3,21.9
Pune,45000,Petrol,Manual,Second,1198.0,86.8,5.0,3.25,Honda,Brio,7,19.4
Hyderabad,112200,Diesel,Manual,First,1248.0,88.5,7.0,8.3,Maruti,Ertiga,4,24.52
Bangalore,29000,Petrol,Manual,First,1197.0,78.9,5.0,3.45,Hyundai,i10,10,20.36
Hyderabad,57309,Petrol,Manual,First,1086.0,,5.0,2.1,Hyundai,Santro,13,17.0
Mumbai,53392,Diesel,Manual,First,2179.0,140.0,7.0,11.95,Mahindra,XUV500,5,16.0
Hyderabad,71000,Diesel,Manual,First,1598.0,103.6,5.0,4.25,Volkswagen,Vento,10,20.54
Hyderabad,93000,Diesel,Manual,First,2179.0,138.1,7.0,8.25,Tata,Safari,6,14.0
Hyderabad,119000,Petrol,Manual,First,2354.0,180.0,5.0,5.95,Honda,Accord,10,10.2
Coimbatore,42225,Petrol,Manual,First,1196.0,73.0,7.0,4.3,Maruti,Eeco,4,15.1
Ahmedabad,65000,Diesel,Manual,First,1248.0,74.0,5.0,3.9,Maruti,Swift,8,22.9
Pune,27809,Petrol,Automatic,First,1197.0,83.1,5.0,6.41,Maruti,Baleno,4,21.4
Coimbatore,65100,Diesel,Manual,First,2179.0,140.0,7.0,8.36,Mahindra,XUV500,5,15.1
Chennai,51000,Petrol,Manual,First,1197.0,82.0,5.0,3.85,Hyundai,Xcent,6,19.1
Hyderabad,10000,Diesel,Automatic,First,2143.0,167.62,5.0,36.0,Mercedes-Benz,New,3,19.27
Kolkata,54895,Petrol,Manual,First,1798.0,160.0,5.0,7.5,Skoda,Superb,9,13.14
Hyderabad,80768,Diesel,Manual,First,1498.0,88.73,5.0,5.7,Volkswagen,CrossPolo,5,20.14
Kochi,12076,Petrol,Manual,First,1197.0,81.8,5.0,5.5,Maruti,Ignis,1,20.89
Chennai,49000,Diesel,Manual,First,1248.0,74.0,5.0,5.9,Maruti,Swift,4,25.2
Mumbai,42366,Petrol,Manual,First,1497.0,117.3,5.0,7.75,Honda,City,5,17.8
Ahmedabad,68000,Diesel,Automatic,First,2993.0,,5.0,18.0,BMW,5,10,11.5
Hyderabad,122397,Diesel,Manual,First,1896.0,106.0,5.0,4.4,Skoda,Laura,12,17.5
Coimbatore,50534,Petrol,Automatic,First,1197.0,103.5,5.0,8.27,Volkswagen,Polo,3,17.21
Ahmedabad,55300,Diesel,Manual,First,1461.0,83.8,5.0,4.75,Renault,Duster,6,19.87
Hyderabad,73095,Petrol,Automatic,First,1497.0,118.0,5.0,3.8,Honda,City,12,16.8
Ahmedabad,51100,Diesel,Manual,First,1598.0,103.6,5.0,3.4,Volkswagen,Vento,9,20.54
Pune,13436,Petrol,Manual,Second,1197.0,82.0,5.0,4.7,Hyundai,Grand,4,18.9
Pune,76000,Petrol,Manual,Second,1388.0,68.0,5.0,1.49,Ford,Fiesta,12,16.6
Mumbai,63141,Diesel,Manual,Second,1120.0,71.0,5.0,4.5,Hyundai,Xcent,4,24.4
Hyderabad,74885,Diesel,Manual,First,1498.0,98.6,5.0,5.4,Honda,Amaze,6,25.8
Hyderabad,14000,Petrol,Automatic,First,1497.0,117.3,5.0,11.5,Honda,City,4,18.0
Pune,56000,Diesel,Manual,Second,1461.0,108.5,5.0,3.5,Renault,Fluence,8,20.4
Ahmedabad,46000,Diesel,Automatic,First,1995.0,190.0,5.0,16.5,BMW,5,10,22.48
Mumbai,51800,Petrol,Manual,First,1586.0,103.3,5.0,3.9,Maruti,SX4,8,15.5
Hyderabad,81000,Petrol,Automatic,First,1497.0,78.0,5.0,3.25,Honda,City,13,16.4
Kochi,17370,Petrol,Manual,First,1198.0,73.75,5.0,5.84,Volkswagen,Ameo,2,17.0
Hyderabad,18456,Petrol,Manual,First,1198.0,73.75,5.0,5.75,Volkswagen,Ameo,4,17.0
Delhi,59000,Diesel,Automatic,First,1968.0,140.0,5.0,10.0,Audi,A4,10,16.55
